region_id,population,population_rounded,target_population,population_ratio,area_m2,area_sqmi,population_density_per_sqmi,centroid_x,centroid_y,centroid_lon,centroid_lat
area_pop_000030,763.4381734108686,763,8432.079434167574,0.09053972740310602,68542732.93325293,26.464497137927346,28.847635737493547,78954.25090202395,-45529.118676636455,-76.61633739898438,36.58583939364551
area_pop_000031,2504.2031743436273,2504,8432.079434167574,0.29698524473054205,67965203.25953522,26.241511684282624,95.42907453169026,-159018.61770629082,-45496.53461450793,-79.27960546983333,36.576197049392974
area_pop_000032,190.43404137582584,190,8432.079434167574,0.02258446956798928,67881761.27349067,26.209294553357754,7.265897255957572,87767.6717015061,-45491.63779211801,-76.51769902494149,36.58541132559015
area_pop_000033,147.13673094696836,147,8432.079434167574,0.017449637671907665,67085350.06207737,25.901798465543678,5.680560411382228,96581.69159829903,-45446.46950013224,-76.41905416964414,36.584971556477576
area_pop_000034,904.079641461604,904,8432.079434167574,0.10721906126716368,66259072.911519974,25.58277107415916,35.33939458086319,105395.63125337339,-45399.608600362255,-76.3204111948325,36.5844660398566
area_pop_000035,4686.411570764301,4686,8432.079434167574,0.5557836127319347,65350582.484267,25.23200095918164,185.73285481185624,114208.49688608202,-45348.09854291496,-76.22178093159822,36.58392158017123
area_pop_000036,1165.4881826506748,1165,8432.079434167574,0.13822073093002515,64226614.049895,24.798034320537038,46.9992164534368,123021.24445899471,-45284.36993990294,-76.12315152286106,36.583406397152515
area_pop_000037,0.0,0,8432.079434167574,0.0,43137538.955864795,16.655496905068244,0.0,148208.95120878008,-45248.93956604014,-75.84129544605508,36.580163326527114
area_pop_000038,1258.119173776557,1258,8432.079434167574,0.14920627629271857,63529880.13260151,24.529023851140288,51.291041233916474,-185451.4922528365,-45245.2360247889,-79.57539659397976,36.57371660446024
area_pop_000039,1170.411740334344,1170,8432.079434167574,0.13880463881681737,63109028.90024271,24.366532281901307,48.033578467121025,131837.26778260825,-45220.95789486214,-76.02448691526814,36.58280689838833
area_pop_000040,62.999999999999986,63,8432.079434167574,0.007471466616492973,61830039.69168419,23.872711787724366,2.6389963804780376,140650.06871014868,-45148.4359544379,-75.92585832595702,36.58220901868527
area_pop_000041,934.1502593178826,934,8432.079434167574,0.11078527741717167,61234525.18443557,23.642782351032334,39.51101209021171,-194270.36588133938,-45114.89412781328,-79.67408937145328,36.57314653668839
area_pop_000042,1204.3714530849425,1204,8432.079434167574,0.14283208104097275,59036031.819394894,22.793939317248885,52.83735454071149,-203082.52364785585,-44990.24764136936,-79.77270398049929,36.57244537647218
area_pop_000043,3225.0124998410574,3225,8432.079434167574,0.3824694163545241,56801211.43869891,21.931070344307514,147.05221629450247,-211897.34990217435,-44863.46386623724,-79.87134715365904,36.571681916124824
area_pop_000044,894.7772224987092,895,8432.079434167574,0.10611584360472083,54932215.230420925,21.209446873983737,42.18767362558025,-220717.7517433997,-44757.29920649199,-79.970044781503,36.57065008564856
area_pop_000045,666.4902254464444,666,8432.079434167574,0.07904221380384104,52892563.84333023,20.421933070753926,32.63600086913022,-229523.82295854235,-44641.80816437531,-80.06858216956952,36.56962470087937
area_pop_000046,3075.394809855181,3075,8432.079434167574,0.36472555006934515,4194305.946644599,1.6194305795868962,1899.0593660641443,-171157.15480363264,-44496.101348539065,-79.41563724924463,36.583135004358255
area_pop_000047,3501.9426005720857,3502,8432.079434167574,0.4153118608420465,4194305.946644599,1.6194305795868962,2162.453052767105,-168953.46977466866,-44496.101348539065,-79.39097931888776,36.583525885845724
area_pop_000048,643.6964595876093,644,8432.079434167574,0.0763389937930721,50233918.457962364,19.39542434866448,33.18805755502496,-238323.09269165515,-44491.506346446746,-80.167051518588,36.56883421197448
area_pop_000049,959.3388409173235,959,8432.079434167574,0.11377250990188646,47156546.544548005,18.2072444102573,52.689952378343804,-247137.90979960744,-44316.9083665971,-80.26570043011341,36.568178158860164
area_pop_000050,683.7274862477577,684,8432.079434167574,0.08108646171871081,41812680.899895325,16.143966349896083,42.35188995250593,-255880.73079616664,-44018.00336460723,-80.36358347094922,36.56858174573383
area_pop_000051,494.5186819775477,495,8432.079434167574,0.05864729878773577,35062247.04135216,13.537609266014554,36.52924768769996,-264671.05329184426,-43636.22739773385,-80.4620270499964,36.5696400463934
area_pop_000052,3723.2373685470047,3723,8432.079434167574,0.4415562492758428,16777223.78657836,6.477722318347571,574.7756982421532,-165647.94223122267,-43544.44403555717,-79.35419587270614,36.592690578876315
area_pop_000053,1218.0123578125667,1218,8432.079434167574,0.14444982015670618,16414259.87613479,6.337581169052302,192.18883755846298,-178870.05240500657,-43503.267108538,-79.50216772670055,36.59068622851356
area_pop_000054,4292.232099416233,4292,8432.079434167574,0.5090360133496499,16414259.87613479,6.337581169052302,677.2666077045411,-174462.68234707857,-43503.267108538,-79.45284772127651,36.591498462294574
area_pop_000055,632.8779427099201,633,8432.079434167574,0.07505597494082415,28339597.597819388,10.941979804742378,57.839436190114675,-273466.17329033255,-43255.20377668752,-80.56052658476304,36.57060947028194
area_pop_000056,1146.0005366224218,1146,8432.079434167574,0.13590959923583268,22137844.708226975,8.547469627323897,134.07482993083414,-282199.35936809675,-42908.51897058039,-80.65832326911051,36.571206540864885
area_pop_000057,452.42422267452076,452,8432.079434167574,0.05365511866992803,18204503.251710974,7.028798000678581,64.36722504058908,-291239.63998260774,-42674.14779205391,-80.75951346948546,36.570617577240036
area_pop_000058,1622.978169339723,1623,8432.079434167574,0.1924766224050575,4194305.946644583,1.61943057958689,1002.1906402148699,-171157.15480363264,-42592.78672257527,-79.41605866479796,36.60031050543343
