site_no,facility_id,generator_id,registration_no,full_address,street_address,city,zipcode,stack_height,generation_budget_mw,generation_budget_method,generation_budget_source_id,pm25_budget_lb_per_hour,pm25_budget_method,pm25_budget_source_id,pm25_lb_per_mwh,pm25_factor_method,pm25_factor_source_id,observed_capacity_mw,observed_pm25_budget_lb_per_hour,observed_pm25_lb_per_mwh,imputation_tier,is_assumption,is_upper_bound,source_url,local_pdf_path,notes,generation_budget_mwh,lon,lat,geocode_match,geocode_match_type,geocode_address,matrix_index,region_id
VA_DEQ_11541_SITE_01,deq_va_deq_11541_site_01,deq_va_deq_11541_site_01_gensets,11541,"Technology Park Drive, at the Regional Business Technology Park in Lebanon, Russell County, Virginia 24266","Technology Park Drive, at the Regional Business Technology Park",Lebanon,24266,15m,17.8315789473,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.255707762557,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_11541,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/11541-3_Northrop_Grumman_Systems_Corporation.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,17.8315789473,-82.1053973,36.8670787,True,zip_centroid_approx,ZCTA centroid 24266,639,area_pop_000639
VA_DEQ_11790_SITE_01,deq_va_deq_11790_site_01,deq_va_deq_11790_site_01_gensets,11790,5978 Windswept Blvd Wise Virginia,5978 Windswept Blvd,Wise,24293,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/11790-1_DP_Facilities_Inc_South_LLC.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-82.526258670654,36.976248100142,True,Exact,"5978 WINDSWEPT BLVD, WISE, VA, 24293",733,area_pop_000733
VA_DEQ_21527_SITE_01,deq_va_deq_21527_site_01,deq_va_deq_21527_site_01_gensets,21527,101 Herbert Drive Boydton VA 23917,101 Herbert Drive,Boydton,23917,15m,279.8,extracted_generator_capacity_mw,deq_permit_21527,2.28310502283,permit_extracted_pm25_budget,deq_permit_21527,0.00815977492076,permit_pm25_budget_divided_by_extracted_capacity,deq_permit_21527,279.8,2.28310502283,0.00815977492076,0,False,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/21527-15_Microsoft_Corporation_-_East_Coast_Data_Center.pdf,All headline PM2.5 values are directly permit-derived from extracted budget and capacity.,279.8,-78.3412475,36.6237844,True,zip_centroid_approx,ZCTA centroid 23917,105,area_pop_000105
VA_DEQ_30142_SITE_01,deq_va_deq_30142_site_01,deq_va_deq_30142_site_01_gensets,30142,250 Burlington Drive Clarksville VA 23927,250 Burlington Drive,Clarksville,23927,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/30142-3_TECfusions_Clarksville_LLC.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-78.549838661319,36.601755378806,True,Exact,"250 BURLINGTON DR, CLARKSVILLE, VA, 23927",17,area_pop_000017
VA_DEQ_41064_SITE_01,deq_va_deq_41064_site_01,deq_va_deq_41064_site_01_gensets,41064,18155 Technology Drive Culpeper VA 22701,18155 Technology Drive,Culpeper,22701,15m,854.960526314,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,12.2602739726,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_41064,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/41064-8_Equinix,_LLC_-_CU_1-4.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,854.960526314,-77.9963146,38.4403435,True,zip_centroid_approx,ZCTA centroid 22701,2274,area_pop_002274
VA_DEQ_51232_SITE_01,deq_va_deq_51232_site_01,deq_va_deq_51232_site_01_gensets,51232,6000 Technology Boulevard Sandston Virginia,6000 Technology Boulevard,Sandston,23150,15m,60.4999999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.867579908676,permit_extracted_pm25_budget,deq_permit_51232,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.867579908676,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/51232-16_QTS_Richmond_Data_Center.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,60.4999999999,-77.2539888,37.5071516,True,zip_centroid_approx,ZCTA centroid 23150,1517,area_pop_001517
VA_DEQ_52173_SITE_01,deq_va_deq_52173_site_01,deq_va_deq_52173_site_01_gensets,52173,11751 Meadowville Lane Chester Virginia 23836,11751 Meadowville Lane,Chester,23836,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52173-1_11751_Meadowville_Owner_LLC_c_o_GFH_Capital_Ltd.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-77.331345590188,37.363577414213,True,Exact,"11751 MEADOWVILLE LN, CHESTER, VA, 23836",1281,area_pop_001281
VA_DEQ_52221_SITE_01,deq_va_deq_52221_site_01,deq_va_deq_52221_site_01_gensets,52221,8011 Villa Park Drive Richmond Virginia 23228,8011 Villa Park Drive,Richmond,23228,15m,9.55263157893,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.13698630137,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_52221,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52221-9_Bank_of_America_-_Villa_Park_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,9.55263157893,-77.463741908393,37.628403250036,True,Exact,"8011 VILLA PARK DR, RICHMOND, VA, 23228",1638,area_pop_001638
VA_DEQ_52281_SITE_01,deq_va_deq_52281_site_01,deq_va_deq_52281_site_01_gensets,52281,"4871 Cox Road Glen Allen, VA 23060",4871 Cox Road,Glen Allen,23060,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52281-10_Capital_One_Services_Incorporated.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-77.568293981141,37.669387851577,True,Exact,"4871 COX RD, GLEN ALLEN, VA, 23060",1659,area_pop_001659
VA_DEQ_52299_SITE_01,deq_va_deq_52299_site_01,deq_va_deq_52299_site_01_gensets,52299,8851 - B Park Central Drive Richmond VA 23227,8851 - B Park Central Drive,Richmond,23227,15m,9.55263157893,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.13698630137,imputed_city_median_pm10_budget_conservative_upper_bound,city_median_pm10_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52299-3_Peak_10_Incorporated.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,9.55263157893,-77.440958916144,37.647534855221,True,Non_Exact,"8851 PARK CENTRAL DR, RICHMOND, VA, 23227",1650,area_pop_001650
VA_DEQ_52403_SITE_01,deq_va_deq_52403_site_01,deq_va_deq_52403_site_01_gensets,52403,6050 Technology Creek Drive Sandston Virginia 23150,6050 Technology Creek Drive,Sandston,23150,15m,27.0657894736,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.388127853881,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_52403,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52403-9_Bank_of_America-Sandston.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,27.0657894736,-77.2539888,37.5071516,True,zip_centroid_approx,ZCTA centroid 23150,1517,area_pop_001517
VA_DEQ_52432_SITE_01,deq_va_deq_52432_site_01,deq_va_deq_52432_site_01_gensets,52432,1401 Meadowville Rd Chester Virginia 23836,1401 Meadowville Rd,Chester,23836,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52432-6_Chirisa_Richmond_LLC.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-77.325260966693,37.361747407971,True,Non_Exact,"1401 MEADOWVILLE TECHNOLOGY PKWY, CHESTER, VA, 23836",1281,area_pop_001281
VA_DEQ_52629_SITE_01,deq_va_deq_52629_site_01,deq_va_deq_52629_site_01_gensets,52629,"White Oak Technology Park, Sandston, Virginia 23150",White Oak Technology Park,Sandston,23150,15m,139.468421052,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,2.0,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_52629,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52629-4_Scout_Development_LLC.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,139.468421052,-77.2539888,37.5071516,True,zip_centroid_approx,ZCTA centroid 23150,1517,area_pop_001517
VA_DEQ_52820_SITE_01,deq_va_deq_52820_site_01,deq_va_deq_52820_site_01_gensets,52820,960 Prison Road Boydton VA 23917,960 Prison Road,Boydton,23917,15m,76.4210526315,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,1.09589041096,permit_extracted_pm25_budget,deq_permit_52820,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,1.09589041096,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52820-3_Microsoft_Corp_-_LVL_Data_Center.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,76.4210526315,-78.365845422816,36.662031189304,True,Exact,"960 PRISON RD, BOYDTON, VA, 23917",104,area_pop_000104
VA_DEQ_52903_SITE_01,deq_va_deq_52903_site_01,deq_va_deq_52903_site_01_gensets,52903,608 Ridge Road Boydton VA 23917,608 Ridge Road,Boydton,23917,15m,125.75,extracted_generator_capacity_mw,deq_permit_52903,0.936073059361,permit_extracted_pm25_budget,deq_permit_52903,0.00744392094919,permit_pm25_budget_divided_by_extracted_capacity,deq_permit_52903,125.75,0.936073059361,0.00744392094919,0,False,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52903-4_Microsoft_Corporation_-_Timber_Data_Center.pdf,All headline PM2.5 values are directly permit-derived from extracted budget and capacity.,125.75,-78.3412475,36.6237844,True,zip_centroid_approx,ZCTA centroid 23917,105,area_pop_000105
VA_DEQ_52949_SITE_01,deq_va_deq_52949_site_01,deq_va_deq_52949_site_01_gensets,52949,210 Turnstall Road South Hill VA,210 Turnstall Road,South Hill,23970,15m,57.3157894735,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.821917808219,permit_extracted_pm25_budget,deq_permit_52949,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.821917808219,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52949-2_Microsoft_Corporation_-_AVC_Data_Center.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,57.3157894735,-78.1863664,36.7481144,True,zip_centroid_approx,ZCTA centroid 23970,225,area_pop_000225
VA_DEQ_52973_SITE_01,deq_va_deq_52973_site_01,deq_va_deq_52973_site_01_gensets,52973,"AVC09 Datacenter Roanoke River Regional Business Park, La Crosse, Virginia 23950",AVC09 Datacenter Roanoke River Regional Business Park,La Crosse,23950,15m,57.3157894735,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.821917808219,permit_extracted_pm25_budget,deq_permit_52973,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.821917808219,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/52973-2_Microsoft_Corp_DCS_-_AVC09_Datacenter.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,57.3157894735,-78.076973,36.6600553,True,zip_centroid_approx,ZCTA centroid 23950,107,area_pop_000107
VA_DEQ_53071_SITE_01,deq_va_deq_53071_site_01,deq_va_deq_53071_site_01_gensets,53071,2 Butts Street South Hill VA 23970,2 Butts Street,South Hill,23970,15m,62.5,extracted_generator_capacity_mw,deq_permit_53071,0.958904109589,permit_extracted_pm25_budget,deq_permit_53071,0.0153424657534,permit_pm25_budget_divided_by_extracted_capacity,deq_permit_53071,62.5,0.958904109589,0.0153424657534,0,False,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/53071-1_Microsoft_Corporation_-_AVC43_Datacenter.pdf,All headline PM2.5 values are directly permit-derived from extracted budget and capacity.,62.5,-78.1863664,36.7481144,True,zip_centroid_approx,ZCTA centroid 23970,225,area_pop_000225
VA_DEQ_53072_SITE_01,deq_va_deq_53072_site_01,deq_va_deq_53072_site_01_gensets,53072,Intersection of US Highway 58 and Ridge Road Boydton VA 23917,Intersection of US Highway 58 and Ridge Road,Boydton,23917,15m,60.5,extracted_generator_capacity_mw,deq_permit_53072,0.867579908676,permit_extracted_pm25_budget,deq_permit_53072,0.0143401637798,permit_pm25_budget_divided_by_extracted_capacity,deq_permit_53072,60.5,0.867579908676,0.0143401637798,0,False,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/53072-1_Microsoft_Corp_-_LYH10_Datacenter.pdf,All headline PM2.5 values are directly permit-derived from extracted budget and capacity.,60.5,-78.35058192975,36.68173371952,True,Non_Exact,"US HWY 58 & RIDGE RD, BOYDTON, VA, 23917",104,area_pop_000104
VA_DEQ_53086_SITE_01,deq_va_deq_53086_site_01,deq_va_deq_53086_site_01_gensets,53086,39 Commerce Drive Boydton VA 23917,39 Commerce Drive,Boydton,23917,15m,60.5,extracted_generator_capacity_mw,deq_permit_53086,0.867579908676,permit_extracted_pm25_budget,deq_permit_53086,0.0143401637798,permit_pm25_budget_divided_by_extracted_capacity,deq_permit_53086,60.5,0.867579908676,0.0143401637798,0,False,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/53086-2_Microsoft_Corp_-_AVC17_Datacenter.pdf,All headline PM2.5 values are directly permit-derived from extracted budget and capacity.,60.5,-78.3412475,36.6237844,True,zip_centroid_approx,ZCTA centroid 23917,105,area_pop_000105
VA_DEQ_53197_SITE_01,deq_va_deq_53197_site_01,deq_va_deq_53197_site_01_gensets,53197,12174 Washington Highway Ashland VA,12174 Washington Highway,Ashland,23005,15m,39.8026315789,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.570776255708,permit_extracted_pm25_budget,deq_permit_53197,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.570776255708,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/53197-1_CLOP_Ashland_VA_LLC.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,39.8026315789,-77.471078184937,37.737394976854,True,Exact,"12174 WASHINGTON HWY, ASHLAND, VA, 23005",1723,area_pop_001723
VA_DEQ_53198_SITE_01,deq_va_deq_53198_site_01,deq_va_deq_53198_site_01_gensets,53198,Northwest of the intersection of Highway 92 and Butler Farm Road Chase City VA 23927,Northwest of the intersection of Highway 92 and Butler Farm Road,Chase City,23927,15m,60.5,extracted_generator_capacity_mw,deq_permit_53198,0.890410958904,permit_extracted_pm25_budget,deq_permit_53198,0.0147175365108,permit_pm25_budget_divided_by_extracted_capacity,deq_permit_53198,60.5,0.890410958904,0.0147175365108,0,False,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/53198-1_Microsoft_Corporation_-_LYH03_Datacenter.pdf,All headline PM2.5 values are directly permit-derived from extracted budget and capacity.,60.5,-78.5125141,36.6089982,True,zip_centroid_approx,ZCTA centroid 23927,16,area_pop_000016
VA_DEQ_60353_SITE_01,deq_va_deq_60353_site_01,deq_va_deq_60353_site_01_gensets,60353,800 Independence Boulevard Virginia Beach VA 23455,800 Independence Boulevard,Virginia Beach,23455,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/60353-5_Sentara_Healthcare.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-76.132545951719,36.867391078249,True,Exact,"800 INDEPENDENCE BLVD, VIRGINIA BEACH, VA, 23455",478,area_pop_000478
VA_DEQ_71804_SITE_01,deq_va_deq_71804_site_01,deq_va_deq_71804_site_01_gensets,71804,7990 Science Applications Court Vienna Virginia 22182,7990 Science Applications Court,Vienna,22182,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/71804-3_Vienna_Cloud.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-77.221383631841,38.907931627864,True,Exact,"7990 SCIENCE APPLICATIONS CT, VIENNA, VA, 22182",3204,area_pop_003204
VA_DEQ_72296_SITE_01,deq_va_deq_72296_site_01,deq_va_deq_72296_site_01_gensets,72296,"12100 Sunrise Valley Drive Reston, Fairfax County, VA 20191",12100 Sunrise Valley Drive,Reston,20191,15m,9.07499999995,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.130136986301,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/72296-5_Coresite_Real_Estate_12100_Sunrise_Valley_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,9.07499999995,-77.364621365421,38.94901082641,True,Exact,"12100 SUNRISE VALLEY DR, RESTON, VA, 20191",3380,area_pop_003380
VA_DEQ_72367_SITE_01,deq_va_deq_72367_site_01,deq_va_deq_72367_site_01_gensets,72367,"22001 Loudoun County Parkway Ashburn, VA 20147",22001 Loudoun County Parkway,Ashburn,20147,15m,51.4249999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.737442922375,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/72367-4_Verizon_Business_Network_Services,_Inc..pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,51.4249999999,-77.471196332045,39.008127442695,True,Exact,"22001 LOUDOUN COUNTY PKWY, ASHBURN, VA, 20147",3605,area_pop_003605
VA_DEQ_72368_SITE_01,deq_va_deq_72368_site_01,deq_va_deq_72368_site_01_gensets,72368,7777 Infantry Ridge Road Manassas Virginia 20109,7777 Infantry Ridge Road,Manassas,20109,15m,58.9078947367,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.844748858447,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/72368-4_Oath,_Inc..pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,58.9078947367,-77.510919225164,38.803943203581,True,Exact,"7777 INFANTRY RIDGE RD, MANASSAS, VA, 20109",2776,area_pop_002776
VA_DEQ_72374_SITE_01,deq_va_deq_72374_site_01,deq_va_deq_72374_site_01_gensets,72374,11101 University Boulevard Manassas Virginia 20110,11101 University Boulevard,Manassas,20110,15m,58.9078947367,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.844748858447,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/72374-4_Comcast_Cablevision_of_Virginia_Incorporated.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,58.9078947367,-77.52382819864,38.754932280398,True,Exact,"11101 UNIVERSITY BLVD, MANASSAS, VA, 20110",2675,area_pop_002675
VA_DEQ_72375_SITE_01,deq_va_deq_72375_site_01,deq_va_deq_72375_site_01_gensets,72375,"4030 Lafayette Center Drive Chantilly, Virginia 20151",4030 Lafayette Center Drive,Chantilly,20151,15m,26.747368421,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.383561643836,permit_extracted_pm25_budget,deq_permit_72375,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.383561643836,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/72375-9_Chantilly_Technology_Partners,_LLC_H5_VA.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,26.747368421,-77.4445453,38.8958603,True,zip_centroid_approx,ZCTA centroid 20151,3179,area_pop_003179
VA_DEQ_72375_SITE_02,deq_va_deq_72375_site_02,deq_va_deq_72375_site_02_gensets,72375,"4050 Lafayette Center Drive Chantilly, Virginia 20151",4050 Lafayette Center Drive,Chantilly,20151,15m,26.747368421,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.383561643836,permit_extracted_pm25_budget,deq_permit_72375,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.383561643836,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/72375-9_Chantilly_Technology_Partners,_LLC_H5_VA.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,26.747368421,-77.4445453,38.8958603,True,zip_centroid_approx,ZCTA centroid 20151,3179,area_pop_003179
VA_DEQ_72375_SITE_03,deq_va_deq_72375_site_03,deq_va_deq_72375_site_03_gensets,72375,"4040 Lafayette Center Drive Chantilly, Virginia 20151",4040 Lafayette Center Drive,Chantilly,20151,15m,26.747368421,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.383561643836,permit_extracted_pm25_budget,deq_permit_72375,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.383561643836,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/72375-9_Chantilly_Technology_Partners,_LLC_H5_VA.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,26.747368421,-77.4445453,38.8958603,True,zip_centroid_approx,ZCTA centroid 20151,3179,area_pop_003179
VA_DEQ_73105_SITE_01,deq_va_deq_73105_site_01,deq_va_deq_73105_site_01_gensets,73105,"544 Herndon Parkway Herndon, VA 20170",544 Herndon Parkway,Herndon,20170,15m,57.1565789472,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.819634703196,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73105-2_Freddie_Mac_Corporation.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,57.1565789472,-77.382170605417,38.954699660517,True,Exact,"544 HERNDON PKWY, HERNDON, VA, 20170",3411,area_pop_003411
VA_DEQ_73158_SITE_01,deq_va_deq_73158_site_01,deq_va_deq_73158_site_01_gensets,73158,"22810 International Drive Sterling, Loudoun County, Virginia 20166",22810 International Drive,Sterling,20166,15m,57.1565789472,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.819634703196,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73158-3_22810-22860_International_Drive_LLC.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,57.1565789472,-77.424244550416,38.985698849186,True,Exact,"22810 INTERNATIONAL DR, STERLING, VA, 20166",3530,area_pop_003530
